,brandid,umlid
3618,5.0,po1000007485
3619,5.0,po1000004452
3620,5.0,po1000003783
3621,5.0,po1000006210
3622,5.0,po1000000279
3623,5.0,po1000000107
3624,5.0,po1000007571
3625,5.0,po1000008176
3626,5.0,po1000004119
3627,5.0,po1000001372
3628,5.0,po1000004373
3629,5.0,po1000000325
3630,5.0,po1000001637
3631,5.0,po1000004548
3632,5.0,po1000008583
3633,5.0,po1000007637
3634,5.0,po1000004335
3635,5.0,po1000004868
3636,5.0,po1000000106
3637,5.0,po1000008411
3638,5.0,po1000008207
3639,5.0,po1000006251
3640,5.0,po1000004171
3641,5.0,po1000004056
3642,5.0,po1000006144
3643,5.0,po1000001278
3644,5.0,po1000002913
3645,5.0,po1000007600
3646,5.0,po1000007496
3647,5.0,po1000008435
3648,5.0,po1000004450
3649,5.0,po1000004531
3650,5.0,po1000008613
3651,5.0,po1000003976
3652,5.0,po1000007546
3653,5.0,po1000008391
3654,5.0,po1000007523
3655,5.0,po1000004321
3656,5.0,po1000004541
3657,5.0,po1000009358
3658,5.0,po1000004427
3659,5.0,po1000004318
3660,5.0,po1000008132
3661,5.0,po1000004176
3662,5.0,po1000010074
3663,5.0,po1000006376
3664,5.0,po1000011301
3665,5.0,po1000006159
3666,5.0,po1000004402
3667,5.0,po1000009023
3668,5.0,po1000008380
3669,5.0,po1000002520
3670,5.0,po1000006264
3671,5.0,po1000008210
3672,5.0,po1000006340
3673,5.0,po1000004350
3674,5.0,po1000004428
3675,5.0,po1000011319
3676,5.0,po1000008578
3677,5.0,po1000004281
3678,5.0,po1000004219
3679,5.0,po1000008227
3680,5.0,po1000007477
3681,5.0,po1000004202
3682,5.0,po1000008647
3683,5.0,po1000004181
3684,5.0,po1000000354
3685,5.0,po1000004208
3686,5.0,po1000004545
3687,5.0,po1000008074
3688,5.0,po1000004134
3689,5.0,po1000011160
3690,5.0,po1000004863
3691,5.0,po1000004311
3692,5.0,po1000004444
3693,5.0,po1000004155
3694,5.0,po1000004133
3695,5.0,po1000004296
3696,5.0,po1000000939
3697,5.0,po1000000567
3698,5.0,po1000010013
3699,5.0,po1000004239
3700,5.0,po1000007648
3701,5.0,po1000008424
3702,5.0,po1000004423
3703,5.0,po1000004068
3704,5.0,po1000004162
3705,5.0,po1000007646
3706,5.0,po1000004101
3707,5.0,po1000008228
3708,5.0,po1000005222
3709,5.0,po1000010039
3710,5.0,po1000008226
3711,5.0,po1000011193
3712,5.0,po1000001618
3713,5.0,po1000010020
3714,5.0,po1000004525
3715,5.0,po1000011182
3716,5.0,po1000008570
3717,5.0,po1000004415
3718,5.0,po1000010078
3719,5.0,po1000008434
3720,5.0,po1000007509
3721,5.0,po1000004163
3722,5.0,po1000004336
3723,5.0,po1000004386
3724,5.0,po1000000411
3725,5.0,po1000002356
3726,5.0,po1000010255
3727,5.0,po1000000319
3728,5.0,po1000001765
3729,5.0,po1000005302
3730,5.0,po1000000286
3731,5.0,po1000004508
3732,5.0,po1000004179
3733,5.0,po1000008659
3734,5.0,po1000003333
3735,5.0,po1000007436
3736,5.0,po1000004426
3737,5.0,po1000008140
3738,5.0,po1000010793
3739,5.0,po1000004312
3740,5.0,po1000006145
3741,5.0,po1000004259
3742,5.0,po1000004852
3743,5.0,po1000003150
3744,5.0,po1000010256
3745,5.0,po1000004435
3746,5.0,po1000005793
3747,5.0,po1000008274
3748,5.0,po1000004504
3749,5.0,po1000009356
3750,5.0,po1000007463
3751,5.0,po1000007534
3752,5.0,po1000004055
3753,5.0,po1000001631
3754,5.0,po1000004065
3755,5.0,po1000011300
3756,5.0,po1000004075
3757,5.0,po1000007630
3758,5.0,po1000003497
3759,5.0,po1000004292
3760,5.0,po1000004132
3761,5.0,po1000004196
3762,5.0,po1000006247
3763,5.0,po1000006977
3764,5.0,po1000004458
3765,5.0,po1000001208
3766,5.0,po1000007658
3767,5.0,po1000008661
3768,5.0,po1000004169
3769,5.0,po1000008599
3770,5.0,po1000004437
3771,5.0,po1000008165
3772,5.0,po1000005204
3773,5.0,po1000004442
3774,5.0,po1000004864
3775,5.0,po1000004866
3776,5.0,po1000000170
3777,5.0,po1000008567
3778,5.0,po1000001065
3779,5.0,po1000001061
3780,5.0,po1000006246
3781,5.0,po1000010031
3782,5.0,po1000008185
3783,5.0,po1000008272
3784,5.0,po1000008348
3785,5.0,po1000004493
3786,5.0,po1000004106
3787,5.0,po1000007561
3788,5.0,po1000010059
3789,5.0,po1000008392
3790,5.0,po1000004483
3791,5.0,po1000004410
3792,5.0,po1000004295
3793,5.0,po1000001638
3794,5.0,po1000006348
3795,5.0,po1000008218
3796,5.0,po1000004232
3797,5.0,po1000009557
3798,5.0,po1000010076
3799,5.0,po1000000318
3800,5.0,po1000004514
3801,5.0,po1000007449
3802,5.0,po1000007481
3803,5.0,po1000004063
3804,5.0,po1000006266
3805,5.0,po1000004470
3806,5.0,po1000007610
3807,5.0,po1000002130
3808,5.0,po1000004157
3809,5.0,po1000004446
3810,5.0,po1000004862
3811,5.0,po1000004390
3812,5.0,po1000004455
3813,5.0,po1000008208
3814,5.0,po1000003254
3815,5.0,po1000000134
3816,5.0,po1000008396
3817,5.0,po1000004092
3818,5.0,po1000007660
3819,5.0,po1000007396
3820,5.0,po1000009068
3821,5.0,po1000007661
3822,5.0,po1000008400
3823,5.0,po1000004207
3824,5.0,po1000011196
3825,5.0,po1000004379
3826,5.0,po1000004523
3827,5.0,po1000002147
3828,5.0,po1000008233
3829,5.0,po1000008589
3830,5.0,po1000008292
3831,5.0,po1000004544
3832,5.0,po1000008417
3833,5.0,po1000007566
3834,5.0,po1000001619
3835,5.0,po1000000530
3836,5.0,po1000000148
3837,5.0,po1000008143
3838,5.0,po1000007580
3839,5.0,po1000001345
3840,5.0,po1000004090
3841,5.0,po1000004474
3842,5.0,po1000001155
3843,5.0,po1000000600
3844,5.0,po1000006293
3845,5.0,po1000010072
3846,5.0,po1000000143
3847,5.0,po1000008135
3848,5.0,po1000007622
3849,5.0,po1000006176
3850,5.0,po1000004372
3851,5.0,po1000000317
3852,5.0,po1000004317
3853,5.0,po1000004325
3854,5.0,po1000007651
3855,5.0,po1000008654
3856,5.0,po1000007540
3857,5.0,po1000010077
3858,5.0,po1000004156
3859,5.0,po1000004110
3860,5.0,po1000010048
3861,5.0,po1000008619
3862,5.0,po1000004527
3863,5.0,po1000007572
3864,5.0,po1000004254
3865,5.0,po1000010015
3866,5.0,po1000006365
3867,5.0,po1000010050
3868,5.0,po1000007672
3869,5.0,po1000000323
3870,5.0,po1000001383
3871,5.0,po1000007626
3872,5.0,po1000008579
3873,5.0,po1000010046
3874,5.0,po1000006345
3875,5.0,po1000008423
3876,5.0,po1000008616
3877,5.0,po1000007634
3878,5.0,po1000004505
3879,5.0,po1000000355
3880,5.0,po1000008197
3881,5.0,po1000007627
3882,5.0,po1000011184
3883,5.0,po1000008128
3884,5.0,po1000004510
3885,5.0,po1000006370
3886,5.0,po1000004555
3887,5.0,po1000004195
3888,5.0,po1000004191
3889,5.0,po1000004080
3890,5.0,po1000004532
3891,5.0,po1000008656
3892,5.0,po1000006156
3893,5.0,po1000004320
3894,5.0,po1000004291
3895,6.0,po1000006152
3896,6.0,po1000008279
3897,6.0,po1000008224
3898,6.0,po1000004435
3899,6.0,po1000007569
3900,6.0,po1000004255
3901,6.0,po1000004476
3902,6.0,po1000004344
3903,6.0,po1000004500
3904,6.0,po1000004571
3905,6.0,po1000004167
3906,6.0,po1000008422
3907,6.0,po1000004217
3908,6.0,po1000004940
3909,6.0,po1000006225
3910,6.0,po1000007474
3911,6.0,po1000008193
3912,6.0,po1000009019
3913,6.0,po1000004285
3914,6.0,po1000008171
3915,6.0,po1000004200
3916,6.0,po1000007566
3917,6.0,po1000005803
3918,6.0,po1000008152
3919,6.0,po1000008291
3920,6.0,po1000004412
3921,6.0,po1000004922
3922,6.0,po1000004161
3923,6.0,po1000000706
3924,6.0,po1000004288
3925,6.0,po1000000283
3926,6.0,po1000004172
3927,6.0,po1000007660
3928,6.0,po1000004356
3929,6.0,po1000001315
3930,6.0,po1000004314
3931,6.0,po1000004213
3932,6.0,po1000004295
3933,6.0,po1000004576
3934,6.0,po1000004557
3935,6.0,po1000004274
3936,6.0,po1000004303
3937,6.0,po1000004204
3938,6.0,po1000008583
3939,6.0,po1000004546
3940,6.0,po1000004203
3941,6.0,po1000006182
3942,6.0,po1000004126
3943,6.0,po1000004289
3944,6.0,po1000008239
3945,6.0,po1000004345
3946,6.0,po1000004297
3947,6.0,po1000007662
3948,6.0,po1000005145
3949,6.0,po1000004302
3950,6.0,po1000004294
3951,6.0,po1000007625
3952,6.0,po1000004312
3953,6.0,po1000004137
3954,6.0,po1000004332
3955,6.0,po1000004296
3956,6.0,po1000004271
3957,6.0,po1000004265
3958,6.0,po1000004240
3959,6.0,po1000008584
3960,6.0,po1000004305
3961,6.0,po1000004311
3962,6.0,po1000004567
3963,6.0,po1000004573
3964,6.0,po1000007585
3965,6.0,po1000004944
3966,6.0,po1000004545
3967,6.0,po1000004540
3968,6.0,po1000001564
3969,6.0,po1000001566
3970,6.0,po1000001565
3971,6.0,po1000006264
3972,6.0,po1000004342
3973,6.0,po1000000879
3974,6.0,po1000003112
3975,6.0,po1000004497
3976,6.0,po1000004280
3977,6.0,po1000004202
3978,6.0,po1000004181
3979,6.0,po1000004134
3980,6.0,po1000003210
3981,6.0,po1000004281
3982,6.0,po1000002520
3983,6.0,po1000004277
3984,6.0,po1000002335
3985,6.0,po1000004208
3986,6.0,po1000004155
3987,6.0,po1000002608
3988,6.0,po1000002609
3989,6.0,po1000002144
3990,6.0,po1000004550
3991,6.0,po1000004273
3992,6.0,po1000004488
3993,6.0,po1000010007
3994,6.0,po1000000451
3995,6.0,po1000001775
3996,6.0,po1000001256
3997,6.0,po1000001251
3998,6.0,po1000001777
3999,6.0,po1000001774
4000,6.0,po1000000352
4001,6.0,po1000004483
4002,6.0,po1000004329
4003,6.0,po1000008234
4004,6.0,po1000007553
4005,6.0,po1000005302
4006,6.0,po1000001684
4007,6.0,po1000007549
4008,6.0,po1000001683
4009,6.0,po1000004930
4010,6.0,po1000004116
4011,6.0,po1000004510
4012,6.0,po1000008581
4013,6.0,po1000007648
4014,6.0,po1000002676
4015,6.0,po1000002677
4016,6.0,po1000008095
4017,6.0,po1000007634
4018,6.0,po1000004931
4019,6.0,po1000000321
4020,6.0,po1000004192
4021,6.0,po1000008170
4022,6.0,po1000008591
4023,6.0,po1000006188
4024,6.0,po1000004861
4025,6.0,po1000004214
4026,6.0,po1000008405
4027,6.0,po1000001618
4028,6.0,po1000002913
4029,6.0,po1000000279
4030,6.0,po1000003004
4031,6.0,po1000008155
4032,6.0,po1000002063
4033,6.0,po1000004351
4034,6.0,po1000002143
4035,6.0,po1000006173
4036,6.0,po1000002146
4037,6.0,po1000002142
4038,6.0,po1000000345
4039,6.0,po1000002491
4040,6.0,po1000008154
4041,6.0,po1000004461
4042,6.0,po1000008215
4043,6.0,po1000008606
4044,6.0,po1000008386
4045,6.0,po1000007457
4046,6.0,po1000008389
4047,6.0,po1000007468
4048,6.0,po1000007641
4049,6.0,po1000007652
4050,6.0,po1000007481
4051,6.0,po1000004419
4052,6.0,po1000004860
4053,6.0,po1000008290
4054,6.0,po1000008176
4055,6.0,po1000004403
4056,6.0,po1000004081
4057,6.0,po1000006144
4058,6.0,po1000008216
4059,6.0,po1000009558
4060,6.0,po1000008200
4061,6.0,po1000007537
4062,6.0,po1000008412
4063,6.0,po1000004313
4064,6.0,po1000008273
4065,6.0,po1000004266
4066,6.0,po1000004422
4067,6.0,po1000004190
4068,6.0,po1000007508
4069,6.0,po1000005202
4070,6.0,po1000006328
4071,6.0,po1000008131
4072,6.0,po1000004165
4073,6.0,po1000004260
4074,6.0,po1000004496
4075,6.0,po1000008611
4076,6.0,po1000004315
4077,6.0,po1000008393
4078,6.0,po1000007653
4079,6.0,po1000004195
4080,6.0,po1000008268
4081,6.0,po1000008180
4082,6.0,po1000007546
4083,6.0,po1000004075
4084,6.0,po1000008636
4085,6.0,po1000004487
4086,6.0,po1000003491
4087,6.0,po1000007567
4088,6.0,po1000004246
4089,6.0,po1000004470
4090,6.0,po1000004110
4091,6.0,po1000007464
4092,6.0,po1000008400
4093,6.0,po1000008605
4094,6.0,po1000004449
4095,6.0,po1000008197
4096,6.0,po1000004932
4097,6.0,po1000004538
4098,6.0,po1000004383
4099,6.0,po1000004349
4100,6.0,po1000008608
4101,6.0,po1000006176
4102,6.0,po1000008618
4103,6.0,po1000007559
4104,6.0,po1000001488
4105,6.0,po1000004456
4106,6.0,po1000007589
4107,6.0,po1000004112
4108,6.0,po1000007596
4109,6.0,po1000004441
4110,6.0,po1000004417
4111,6.0,po1000008421
4112,6.0,po1000004334
4113,6.0,po1000004866
4114,6.0,po1000005106
4115,6.0,po1000006186
4116,6.0,po1000001960
4117,6.0,po1000007616
4118,6.0,po1000007441
4119,6.0,po1000008137
4120,6.0,po1000007618
4121,6.0,po1000008182
4122,6.0,po1000008208
4123,6.0,po1000004210
4124,6.0,po1000004130
4125,6.0,po1000004360
4126,6.0,po1000008269
4127,6.0,po1000006181
4128,6.0,po1000004395
4129,6.0,po1000008230
4130,6.0,po1000004269
4131,6.0,po1000004859
4132,6.0,po1000004432
4133,6.0,po1000007519
4134,6.0,po1000004394
4135,6.0,po1000006161
4136,6.0,po1000006376
4137,6.0,po1000004198
4138,6.0,po1000007604
4139,6.0,po1000007605
4140,6.0,po1000004402
4141,6.0,po1000004206
4142,6.0,po1000008074
4143,6.0,po1000005128
4144,6.0,po1000006147
4145,6.0,po1000004225
4146,6.0,po1000008529
4147,6.0,po1000008231
4148,6.0,po1000007541
4149,6.0,po1000004444
4150,6.0,po1000007540
4151,6.0,po1000008282
4152,6.0,po1000009557
4153,6.0,po1000007591
4154,6.0,po1000004231
4155,6.0,po1000001372
4156,6.0,po1000004160
4157,6.0,po1000002637
4158,6.0,po1000004216
4159,6.0,po1000006259
4160,6.0,po1000007630
4161,6.0,po1000007571
4162,6.0,po1000004436
4163,6.0,po1000008567
4164,6.0,po1000002145
4165,6.0,po1000004370
4166,6.0,po1000004119
4167,6.0,po1000004462
4168,6.0,po1000000322
4169,6.0,po1000000314
4170,6.0,po1000000318
4171,6.0,po1000001381
4172,6.0,po1000006340
4173,6.0,po1000000324
4174,6.0,po1000000829
4175,6.0,po1000000319
4176,6.0,po1000006226
4177,6.0,po1000004103
4178,6.0,po1000000058
4179,6.0,po1000009068
4180,6.0,po1000004059
4181,6.0,po1000004535
4182,6.0,po1000000884
4183,6.0,po1000004101
4184,6.0,po1000004454
4185,6.0,po1000008178
4186,6.0,po1000008345
4187,6.0,po1000004452
4188,6.0,po1000004498
4189,6.0,po1000006212
4190,6.0,po1000000382
4191,6.0,po1000002147
4192,6.0,po1000008202
4193,6.0,po1000008407
4194,6.0,po1000007628
4195,6.0,po1000008199
4196,6.0,po1000008604
4197,6.0,po1000004111
4198,6.0,po1000006208
4199,6.0,po1000004175
4200,6.0,po1000004491
4201,6.0,po1000008601
4202,6.0,po1000008138
4203,6.0,po1000004471
4204,6.0,po1000008166
4205,6.0,po1000007515
4206,6.0,po1000004852
4207,6.0,po1000004489
4208,6.0,po1000008194
4209,6.0,po1000004090
4210,6.0,po1000004239
4211,6.0,po1000004219
4212,6.0,po1000004465
4213,6.0,po1000004377
4214,6.0,po1000004323
4215,6.0,po1000008221
4216,6.0,po1000004863
4217,6.0,po1000010016
4218,6.0,po1000004548
4219,6.0,po1000004439
4220,6.0,po1000010011
4221,6.0,po1000004856
4222,6.0,po1000008395
4223,6.0,po1000007590
4224,6.0,po1000008225
4225,6.0,po1000004505
4226,6.0,po1000008403
4227,6.0,po1000004516
4228,6.0,po1000006159
4229,6.0,po1000007523
4230,6.0,po1000005580
4231,6.0,po1000010042
4232,6.0,po1000007672
4233,6.0,po1000008278
4234,6.0,po1000008146
4235,6.0,po1000007629
4236,6.0,po1000004428
4237,6.0,po1000007448
4238,6.0,po1000004468
4239,6.0,po1000008587
4240,6.0,po1000006222
4241,6.0,po1000004518
4242,6.0,po1000006652
4243,6.0,po1000004331
4244,6.0,po1000004317
4245,6.0,po1000001151
4246,6.0,po1000002320
4247,6.0,po1000001154
4248,6.0,po1000001920
4249,6.0,po1000006977
4250,6.0,po1000007602
4251,6.0,po1000001156
4252,6.0,po1000004132
4253,6.0,po1000001152
4254,6.0,po1000008156
4255,6.0,po1000008151
4256,6.0,po1000006251
4257,6.0,po1000008613
4258,6.0,po1000008153
4259,6.0,po1000004350
4260,6.0,po1000006236
4261,6.0,po1000001740
4262,6.0,po1000008133
4263,6.0,po1000008271
4264,6.0,po1000009021
4265,6.0,po1000008185
4266,6.0,po1000006310
4267,6.0,po1000004107
4268,6.0,po1000000354
4269,6.0,po1000000939
4270,6.0,po1000002088
4271,6.0,po1000002037
4272,6.0,po1000004934
4273,6.0,po1000006230
4274,6.0,po1000008128
4275,6.0,po1000007599
4276,6.0,po1000008569
4277,6.0,po1000006266
4278,6.0,po1000007627
4279,6.0,po1000004935
4280,6.0,po1000004853
4281,6.0,po1000001208
4282,6.0,po1000001207
4283,6.0,po1000002360
4284,6.0,po1000008599
4285,6.0,po1000007658
4286,6.0,po1000004458
4287,6.0,po1000008397
4288,6.0,po1000000315
4289,6.0,po1000009356
4290,6.0,po1000007673
4291,6.0,po1000004135
4292,6.0,po1000004942
4293,6.0,po1000000092
4294,6.0,po1000008158
4295,6.0,po1000007496
4296,6.0,po1000004188
4297,6.0,po1000008206
4298,6.0,po1000004230
4299,6.0,po1000008174
4300,6.0,po1000007594
4301,6.0,po1000004078
4302,6.0,po1000008164
4303,6.0,po1000008168
4304,6.0,po1000005793
4305,6.0,po1000004533
4306,6.0,po1000003782
4307,6.0,po1000004358
4308,6.0,po1000005218
4309,6.0,po1000001418
4310,6.0,po1000004421
4311,6.0,po1000000326
4312,6.0,po1000000317
4313,6.0,po1000000330
4314,6.0,po1000004267
4315,6.0,po1000007548
4316,6.0,po1000007437
4317,6.0,po1000004168
4318,6.0,po1000004327
4319,6.0,po1000004424
4320,6.0,po1000008287
4321,6.0,po1000006205
4322,6.0,po1000004418
4323,6.0,po1000004400
4324,6.0,po1000006184
4325,6.0,po1000004249
4326,6.0,po1000000411
4327,6.0,po1000001417
4328,6.0,po1000005442
4329,6.0,po1000003333
4330,6.0,po1000004306
4331,6.0,po1000001064
4332,6.0,po1000001344
4333,6.0,po1000001150
4334,6.0,po1000001345
4335,6.0,po1000001057
4336,6.0,po1000001061
4337,6.0,po1000002863
4338,6.0,po1000001062
4339,6.0,po1000001058
4340,6.0,po1000001722
4341,6.0,po1000001056
4342,6.0,po1000004128
4343,6.0,po1000006153
4344,6.0,po1000004117
4345,6.0,po1000007463
4346,6.0,po1000004263
4347,6.0,po1000004138
4348,6.0,po1000004655
4349,6.0,po1000002198
4350,6.0,po1000001155
4351,6.0,po1000004656
4352,6.0,po1000006301
4353,6.0,po1000001611
4354,6.0,po1000008429
4355,6.0,po1000004068
4356,6.0,po1000001252
4357,6.0,po1000004582
4358,6.0,po1000008217
4359,6.0,po1000004270
4360,6.0,po1000008641
4361,6.0,po1000004286
4362,6.0,po1000004348
4363,6.0,po1000004553
4364,6.0,po1000006247
4365,6.0,po1000006202
4366,6.0,po1000004541
4367,6.0,po1000004924
4368,6.0,po1000004562
4369,6.0,po1000007473
4370,6.0,po1000008398
4371,6.0,po1000004197
4372,6.0,po1000001250
4373,6.0,po1000004492
4374,6.0,po1000008165
4375,6.0,po1000007572
4376,6.0,po1000004558
4377,6.0,po1000004560
4378,6.0,po1000004299
4379,6.0,po1000004339
4380,6.0,po1000004336
4381,6.0,po1000008258
4382,6.0,po1000007529
4383,6.0,po1000001761
4384,6.0,po1000001638
4385,6.0,po1000001631
4386,6.0,po1000001612
4387,6.0,po1000001637
4388,6.0,po1000007626
4389,6.0,po1000001343
4390,6.0,po1000007528
4391,6.0,po1000008580
4392,6.0,po1000006344
4393,6.0,po1000005206
4394,6.0,po1000006150
4395,6.0,po1000008411
4396,6.0,po1000008132
4397,6.0,po1000005210
4398,6.0,po1000008423
4399,6.0,po1000008228
4400,6.0,po1000004121
4401,6.0,po1000004064
4402,6.0,po1000008435
4403,6.0,po1000004055
4404,6.0,po1000007561
4405,6.0,po1000004380
4406,6.0,po1000004207
4407,6.0,po1000008233
4408,6.0,po1000004361
4409,6.0,po1000004938
4410,6.0,po1000010077
4411,6.0,po1000004254
4412,6.0,po1000004368
4413,6.0,po1000008566
4414,6.0,po1000006156
4415,6.0,po1000005205
4416,6.0,po1000007587
4417,6.0,po1000006362
4418,6.0,po1000004136
4419,6.0,po1000004867
4420,6.0,po1000004084
4421,6.0,po1000004072
4422,6.0,po1000006365
4423,6.0,po1000001992
4424,6.0,po1000004215
4425,6.0,po1000004375
4426,6.0,po1000004464
4427,6.0,po1000004426
4428,6.0,po1000004378
4429,6.0,po1000004100
4430,6.0,po1000004447
4431,6.0,po1000004855
4432,6.0,po1000001279
4433,6.0,po1000001278
4434,6.0,po1000002356
4435,6.0,po1000000054
4436,6.0,po1000007532
4437,6.0,po1000008140
4438,6.0,po1000007511
4439,6.0,po1000004455
4440,6.0,po1000004056
4441,6.0,po1000007469
4442,6.0,po1000005281
4443,6.0,po1000000560
4444,6.0,po1000004404
4445,6.0,po1000004479
4446,6.0,po1000004384
4447,6.0,po1000004425
4448,6.0,po1000004398
4449,6.0,po1000004241
4450,6.0,po1000008274
4451,6.0,po1000004164
4452,6.0,po1000004438
4453,6.0,po1000004142
4454,6.0,po1000004411
4455,6.0,po1000010074
4456,6.0,po1000001670
4457,6.0,po1000007550
4458,6.0,po1000000316
4459,6.0,po1000004868
4460,6.0,po1000004139
4461,6.0,po1000004177
4462,6.0,po1000004236
4463,6.0,po1000004067
4464,6.0,po1000008343
4465,6.0,po1000004102
4466,6.0,po1000004493
4467,6.0,po1000004539
4468,6.0,po1000004554
4469,6.0,po1000004243
4470,6.0,po1000004507
4471,6.0,po1000004556
4472,6.0,po1000004858
4473,6.0,po1000007432
4474,6.0,po1000004218
4475,6.0,po1000000601
4476,6.0,po1000006293
4477,6.0,po1000006295
4478,6.0,po1000004340
4479,6.0,po1000004842
4480,6.0,po1000004575
4481,6.0,po1000004513
4482,6.0,po1000008388
4483,6.0,po1000008214
4484,6.0,po1000004572
4485,6.0,po1000004469
4486,6.0,po1000004234
4487,6.0,po1000008292
4488,6.0,po1000004864
4489,6.0,po1000004352
4490,6.0,po1000007642
4491,6.0,po1000007485
4492,6.0,po1000004499
4493,6.0,po1000004335
4494,6.0,po1000001043
4495,6.0,po1000004865
4496,6.0,po1000008609
4497,6.0,po1000007623
4498,6.0,po1000000553
4499,6.0,po1000004307
4500,6.0,po1000004427
4501,6.0,po1000004318
4502,6.0,po1000004362
4503,6.0,po1000004374
4504,6.0,po1000004367
4505,6.0,po1000004443
4506,6.0,po1000004085
4507,6.0,po1000008161
4508,6.0,po1000002132
4509,6.0,po1000004291
4510,6.0,po1000007443
4511,6.0,po1000008424
4512,6.0,po1000000095
4513,6.0,po1000004245
4514,6.0,po1000008346
4515,6.0,po1000004565
4516,6.0,po1000004448
4517,6.0,po1000005222
4518,6.0,po1000004525
4519,6.0,po1000004526
4520,6.0,po1000002226
4521,6.0,po1000004511
4522,6.0,po1000004171
4523,6.0,po1000008207
4524,6.0,po1000008143
4525,6.0,po1000002651
4526,6.0,po1000004504
4527,6.0,po1000006294
4528,6.0,po1000005208
4529,6.0,po1000004150
4530,6.0,po1000004850
4531,6.0,po1000005204
4532,6.0,po1000000561
4533,6.0,po1000000146
4534,6.0,po1000006323
4535,6.0,po1000004106
4536,6.0,po1000004205
4537,6.0,po1000000325
4538,6.0,po1000004316
4539,6.0,po1000004320
4540,6.0,po1000008285
4541,6.0,po1000004410
4542,6.0,po1000007449
4543,6.0,po1000004060
4544,6.0,po1000003150
4545,6.0,po1000007462
4546,6.0,po1000007467
4547,6.0,po1000000144
4548,6.0,po1000007984
4549,6.0,po1000004373
4550,6.0,po1000004544
4551,6.0,po1000008184
4552,6.0,po1000004486
4553,6.0,po1000004451
4554,6.0,po1000004869
4555,6.0,po1000004066
4556,6.0,po1000004162
4557,6.0,po1000000099
4558,6.0,po1000004325
4559,6.0,po1000004309
4560,6.0,po1000004363
4561,6.0,po1000004527
4562,6.0,po1000004189
4563,6.0,po1000004466
4564,6.0,po1000003486
4565,6.0,po1000000329
4566,6.0,po1000002227
4567,6.0,po1000004238
4568,6.0,po1000006345
4569,6.0,po1000004284
4570,6.0,po1000003976
4571,6.0,po1000000600
4572,6.0,po1000007603
4573,6.0,po1000008190
4574,6.0,po1000004862
4575,6.0,po1000004129
4576,6.0,po1000004173
4577,6.0,po1000004555
4578,6.0,po1000000638
4579,6.0,po1000007609
4580,6.0,po1000004534
4581,6.0,po1000002653
4582,6.0,po1000008416
4583,6.0,po1000004495
4584,6.0,po1000007621
4585,6.0,po1000004149
4586,6.0,po1000004387
4587,6.0,po1000004568
