idx	Consumer Company	Country	District	Latitude	Longitude	Mill Company	Mill Name	Parent Company	Province	RSPO	UMLID
3096		indonesia	kotawaringin timur	-2.2301830000000002	112.49125	bumi sawit kencana	bumi sawit kencana	wilmar	kalimantan tengah	rspo certified, ip	po1000001043
3097	frieslandcampina	indonesia		2.2861111000000003	100.1408333			pt. daya labuhan indah			
3097		indonesia	labuhanbatu	2.2861111000000003	100.140833	daya labuhan indah	daya labuhan indah 2	wilmar	sumatera utara	rspo certified, ip	po1000002132
3098	frieslandcampina	indonesia		-1.5851	103.201217			pt. inti indosawit subur - muara bulian			
3098		indonesia	batang hari	-1.5851	103.201217	inti indosawit subur	muara bulian	royal golden eagle	jambi	rspo certified, mb	po1000000279
3099	frieslandcampina	indonesia		-1.46778	101.514439			pt. kencana sawit indonesia			
3099		indonesia	solok selatan	-1.4677799999999999	101.514439	kencana sawit indonesia	kencana sawit indonesia	wilmar	sumatera barat	rspo certified, mb	po1000000561
3100	frieslandcampina	indonesia		-2.7846330000000004	112.509533			pt. kerry sawit indonesia			
3100		indonesia	seruyan	-2.7846330000000004	112.509533	kerry sawit indonesia	kerry sawit indonesia 1	wilmar	kalimantan tengah	rspo certified, mb	po1000000146
3101	frieslandcampina	indonesia		-2.16469	112.56942			pt. mentaya sawit mas			
3101		indonesia	kotawaringin timur	-2.1646900000000002	112.56942	mentaya sawit mas	mentaya sawit mas	wilmar	kalimantan tengah	rspo certified, mb	po1000003150
3102	frieslandcampina	indonesia		1.060361	101.239417			pt. murini sam sam (kandis)			
3102		indonesia	bengkalis	1.060361	101.239417	murini samsam	murini sam-sam kandis	wilmar	riau	rspo certified, mb	po1000005281
3103	frieslandcampina	indonesia		-2.5905	112.511283			pt. mustika sembuluh			
3103		indonesia	kotawaringin timur	-2.5905	112.511283	mustika sembuluh	mustika sembuluh 1	wilmar	kalimantan tengah	rspo certified, mb	po1000000144
3104	frieslandcampina	indonesia		1.842826	100.203138			pt. perkebunan milano pks pinang awan			
3104		indonesia	labuhanbatu selatan	1.8428259999999999	100.203138	perkebunan milano	pinang awam	wilmar	sumatera utara	rspo certified, mb	po1000000560
3105	frieslandcampina	indonesia		1.7038830000000005	100.172217			pt. perkebunan nusantara iii (persero) aek raso palm oil mill			
3105		indonesia	labuhanbatu selatan	1.7038830000000003	100.172217	perkebunan nusantara iii	aek raso	ptpn iii	sumatera utara	rspo certified, mb	po1000001566
3106	frieslandcampina	indonesia		1.7927799999999998	100.15583			pt. perkebunan nusantara iii (persero) aek torop palm oil mill			
3106		indonesia	labuhanbatu selatan	1.7927799999999998	100.15583000000001	perkebunan nusantara iii	aek torop	ptpn iii	sumatera utara	rspo certified, mb	po1000001565
3107	frieslandcampina	indonesia		1.6758830000000002	100.32325			pt. perkebunan nusantara iii (persero) sei daun palm oil mill			
3107		indonesia	labuhanbatu selatan	1.6758830000000002	100.32325	perkebunan nusantara iii	sei daun	ptpn iii	sumatera utara	rspo certified, mb	po1000004477
3108	frieslandcampina	indonesia		-0.5847220000000001	102.019444			pt. rigunas agri utama - peranap mill			
3108		indonesia	indragiri hulu	-0.5847220000000001	102.019444	rigunas agri utama	peranap	royal golden eagle	riau	rspo certified, mb	po1000002063
3109	frieslandcampina	indonesia		-2.835778	112.57178			pt. rimba harapan sakti			
3109		indonesia	seruyan	-2.835778	112.57178	rimba harapan sakti	rimba harapan sakti	wilmar	kalimantan tengah	rspo certified, mb	po1000003486
3110	frieslandcampina	indonesia		-2.894444	112.543611			pt. sarana titian permata			
3110		indonesia	seruyan	-2.894444	112.54361100000001	sarana titian permata	sarana titian permata pks 1	wilmar	kalimantan tengah		po1000000600
3111	frieslandcampina	indonesia		-3.627	104.869467			pt. tania selatan			
3111		indonesia	ogan komering ilir	-3.627	104.86946699999999	tania selatan	burnai timur	wilmar	sumatera selatan	rspo certified, mb	po1000000562
3112	frieslandcampina	malaysia		5.179162	118.405246			sabahmas plantations sdn bhd - ppb oil palms berhad			
3112		malaysia	lahad datu	5.179162	118.40524599999999	sabahmas plantation sdn bhd	sabahmas	wilmar	sabah	rspo certified, mb	po1000000066
3113	frieslandcampina	malaysia		4.4675139	118.185158			tsh plantation management sdn bhd (kunak palm oil mill)			
3113		malaysia	tawau	4.467324	118.18516499999998	tsh plantation management sdn bhd	kunak	tsh resources	sabah	rspo certified, mb	po1000007786
3114	frieslandcampina	indonesia		-0.10293499999999997	111.029223			agro andalan na			
3114		indonesia	sekadau	-0.102824	111.029149	dharma satya nusantara	dharma satya nusantara mill 8 (agro andalan)	dharma satya nusantara	kalimantan barat		po1000010802
3115	frieslandcampina	indonesia		-1.459278	113.397417			berkala maju bersama na			
3115		indonesia	gunung mas	-1.459278	113.39741699999999	unknown	mahuning	unknown	kalimantan tengah		po1000010795
3116	frieslandcampina	indonesia		-2.38248	111.30788			palma agroindo mandiri na			
3116		indonesia	kotawaringin barat	-2.3824799999999997	111.30788000000001	unknown	palma agroindo mandiri	unknown	kalimantan tengah		po1000010796
3117	frieslandcampina	indonesia		-2.608523	111.780488			boswa			
3117		indonesia	kotawaringin barat	-2.60852	111.78048799999999	multi agro gemilang plantations	meta epsi agro	unknown	kalimantan tengah		po1000007453
3118	frieslandcampina	indonesia		-1.970417	111.3518			pt dharma satya nusantara tbk			
3118		indonesia	lamandau	-1.971111	111.3519	dharma satya nusantara	pks 5	dharma satya nusantara (dsn)	kalimantan tengah		po1000002037
3119	frieslandcampina	indonesia		-2.189397	111.342031			triputra agro persada			
3119		indonesia	sukamara	-2.189397	111.342031	triputra agro persada	sukses karya mandiri	unknown	kalimantan tengah		po1000011196
3120	frieslandcampina	indonesia		3.115793	117.266284			matahari kahuripan indonesia			
3120		indonesia	bulungan	3.1154669999999998	117.266333	sanggam kahuripan indonesia	sanggam kahuripan indonesia	makin	kalimantan timur		po1000004284
3121	frieslandcampina	malaysia		2.966366	103.09288			prosper group			
3121		malaysia	rompin	2.9675830000000003	103.092444	kilang sawira makmur sdn bhd	sawira makmur	far east holdings berhad	pahang		po1000003752
3122	frieslandcampina	indonesia		0.74903	122.43037			bukit berlian			
3122		indonesia	boalemo	0.7496109999999999	122.43086100000001	agro artha surya	agro artha surya	agro artha surya	gorontalo		po1000010882
3123	frieslandcampina	malaysia		6.257292	117.313204			boustead rimba nilai sdn bhd (tawai mill)			
3123		malaysia	beluran	6.257292	117.313204	boustead rimba nilai sdn bhd	rimba nilai	boustead plantations berhad	sabah		po1000003736
3124	frieslandcampina	malaysia		5.662813	117.81144			lch palm oil  mill sdn bhd			
3124		malaysia	kinabatangan	5.6628099999999995	117.81143999999999	wee tee tong palm oil mill sdn bhd	wee tee tong	wee tee tong plantations sdn bhd	sabah		po1000007538
3125	frieslandcampina	malaysia		2.6725	112.127111			golden agro plantation sdn bhd			
3125		malaysia	dalat	2.6725	112.127110999999	golden agro plantation (gap)	golden agro plantation (gap)	golden agro plantation (gap)	sarawak		po1000010804
3126	frieslandcampina	malaysia		1.1681549999999998	111.761971			salcra			
3126		malaysia	sri aman	1.1681549999999998	111.761971	lubok antu palm oil mill sdn bhd	lubok antu	sarawak land consolidation and rehabilitation authority (salcra)	sarawak		po1000007440
3127	frieslandcampina	malaysia		2.8488330000000004	112.705861			wtk holdings bhd			
3127		malaysia	mukah	2.8488330000000004	112.705860999999	wtk group	suajaya mahir crop	wtk group	sarawak		po1000010817
3128	johnson and johnson	colombia		4.286556	-72.13408299999998	abago s.a.s.	abago s.a.s.	abago s.a.s.			
3128		colombia	puerto gaitán	4.286556	-72.13408000000001	abago s.a.s.	abago s.a.s.	unknown	meta		po1000008347
3129	johnson and johnson	indonesia		2.11272222222222	100.27311111111099	abdi budi mulia	abdi budi mulia 2	aathi bagawathi manufacturing sdn bhd			
3129		indonesia	labuhanbatu selatan	2.11272	100.27311	abdi budi mulia	abdi budi mulia 2	sumber tani harapan (sth)	sumatera utara		po1000008154
3130	johnson and johnson	malaysia		5.3117800000000015	117.97391999999999	abedon oil mill sdn bhd	abedon	kretam holdings berhad			
3130		malaysia	kinabatangan	5.3117778	117.97391670000002	abedon oil mill sdn. bhd.	abedom pom	kretam holdings berhad	sabah	rspo certified, mb	po1000003828
3131	johnson and johnson	malaysia		2.9122939999999997	102.779122	ace oil mill sdn bhd	ace oil mill	ace agricultural sdn bhd			
3131		malaysia	rompin	2.911917	102.77980600000001	ace oil mill sdn bhd	ace oil mill	ace agricultural sdn bhd	pahang		po1000003712
3132	johnson and johnson	colombia		9.651447000000001	-73.566231	aceitagro s.a.	aceitagro	aceitagro s.a.			
3132		colombia	agustín codazzi	9.6514	-73.56629000000001	aceitagro s.a.	aceitagro	c.i biocosta s.a	cesar		po1000004025
3133	johnson and johnson	colombia		3.0355939999999997	-73.11146600000002	agropecuaria santa maria s.a.	aceites cimarrones sas	agropecuaria santa maria s.a.			
3133		colombia	puerto rico	3.036639	-73.111456	aceites s.a.	aceites s.a.	c.i biocosta s.a	meta	rspo certified, mb	po1000008385
3134	johnson and johnson	colombia		4.079083	-73.693639	aceites las colombianas (alascol) s.a.s.	aceites las colombianas	aceites las colombianas (alascol) s.a.s.			
3134		colombia	villavicencio	4.079083	-73.693639	aceites las colombianas (alascol) s.a.s.	aceites las colombianas	c.i biocosta s.a	meta		po1000003994
3135	johnson and johnson	colombia		3.937706	-73.365394	aceites manuelita	aceites manuelita s.a. (manavire)	manuelita			
3135		colombia	san carlos de guaroa	3.937706	-73.36539	aceites manuelita	aceites manuelita s.a. (manavire)	manuelita	meta	rspo certified, ip	po1000008253
3136	johnson and johnson	colombia		3.883139	-73.339917	aceites manuelita	aceites manuelita s.a. (yaguarito)	ci biocosta			
3136		colombia	san carlos de guaroa	3.882933	-73.341206	aceites manuelita	aceites manuelita s.a. (yaguarito)	manuelita	meta	rspo certified, mb	po1000005117
3137	johnson and johnson	colombia		3.92985	-73.242775	aceites morichal s.a.	aceites morichal	aceites morichal s.a.			
3137		colombia	san carlos de guaroa	3.92985	-73.242775	aceites morichal s.a.	aceites morichal	unknown	meta		po1000003988
3138	johnson and johnson	malaysia		1.551459	104.187235	fgv palm industries sdn bhd	adela	fgv holdings berhad			
3138		malaysia	kota tinggi	1.552768	104.1873	fgv palm industries sdn bhd	adela	fgv holdings berhad	johor	rspo certified, mb	po1000000236
3139	johnson and johnson	indonesia		1.7235	101.37894399999999	adhitya seraya korita	adhitya seraya korita	adhitya seraya korita			
3139		indonesia	dumai	1.7235	101.37894440000001	meridan sejatisurya plantation	meridan sejati surya plantation bangsal aceh	first resources	riau		po1000006259
3140	johnson and johnson	indonesia		-1.588933	112.861883	adhyaksa dharmasatya	adhyaksa dharmasatya	eagle high plantation			
3140		indonesia	kotawaringin timur	-1.5889309999999999	112.861883	adhyaksa dharma satya	adhyaksa dharma satya	eagle high plantations	kalimantan tengah		po1000004102
3141	johnson and johnson	indonesia		-0.108983	101.386783	adimulia agrolestari	adimulia agrolestari	adimulia sarimas industri (sarimas)			
3141		indonesia	kampar	-0.108983	101.386783	adimulia agrolestari	adimulya agro lestari	adimulia	riau		po1000004351
3142	johnson and johnson	indonesia		-1.7061111111111102	102.782222222222	adimulia palmo lestari	adimulia palmo lestari	adimulia			
3142		indonesia	batang hari	-1.706087	102.782404	adimulia palmo lestari	adimulia palmo lestari	adimulia	jambi		po1000010257
3143	johnson and johnson	indonesia		3.56805555555556	98.9475	perkebunan nusantara iv	adolina	perkebunan nusantara			
3143		indonesia	serdang bedagai	3.568533	98.94805	perkebunan nusantara iv	adolina	ptpn iii	sumatera utara	rspo certified, mb	po1000004497
3144	johnson and johnson	malaysia		4.541035	114.119098	woodman kuala baram estates sdn bhd	adong	woodman sdn bhd			
3144		malaysia	miri	4.541035	114.119098	woodman kuala baram estates sdn bhd	adong	woodman sdn bhd	sarawak		po1000003957
3145	johnson and johnson	indonesia		1.850583	100.1457	perkebunan milano	aek batu (pm)	wilmar international			
3145		indonesia	labuhanbatu selatan	1.850583	100.1457	perkebunan milano	aek batu	wilmar	sumatera utara		po1000004493
3146	johnson and johnson	indonesia		2.6513888888888903	99.6177777777778	socfin indonesia	aek loba	socfin indonesia			
3146		indonesia	asahan	2.651389	99.617778	socfin indonesia	aek loba	socfin	sumatera utara	rspo certified, ip	po1000001252
3147	johnson and johnson	indonesia		1.99980555555556	99.93969444444441	supra matra abadi	aek nabara (sma)	asian agri			
3147		indonesia	labuhanbatu	1.9997220000000002	99.939722	supra matra abadi	aek nabara	royal golden eagle	sumatera utara	rspo certified, mb	po1000002145
3148	johnson and johnson	indonesia		2.05805555555556	99.95527777777781	perkebunan nusantara iii	aek nabara selatan 2	perkebunan nusantara			
3148		indonesia	labuhanbatu	2.058056	99.955278	perkebunan nusantara iii	aek nabara selatan	ptpn iii	sumatera utara	rspo certified, mb	po1000001564
3149	johnson and johnson	indonesia		2.5674639999999997	99.578325	kencana inti perkasa	aek nopan	kencana persada nusantara			
3149		indonesia	labuhanbatu utara	2.567509	99.578451	kencana inti perkasa	aek nopan	unknown	sumatera utara		po1000006247
3150	johnson and johnson	indonesia		1.70380555555556	100.172333333333	perkebunan nusantara iii	aek raso	perkebunan nusantara			
3150		indonesia	labuhanbatu selatan	1.7038830000000003	100.172217	perkebunan nusantara iii	aek raso	ptpn iii	sumatera utara	rspo certified, mb	po1000001566
3151	johnson and johnson	indonesia		1.4090611111111102	98.85691944444444	maju indo raya	aek sibirong	maju indo raya			
3151		indonesia	tapanuli selatan	1.409317	98.85825	maju indo raya	aek sibirong	unknown	sumatera utara		po1000004461
3152	johnson and johnson	indonesia		1.07363888888889	99.99511111111107	mandiri sawit bersama	aek tinga	superventure			
3152		indonesia	padang lawas	1.073631	99.99511944	mandiri sawit bersama	aek tinga	superventure	sumatera utara		po1000004246
3153	johnson and johnson	indonesia		1.79277777777778	100.15583333333299	perkebunan nusantara iii	aek torop	perkebunan nusantara			
3153		indonesia	labuhanbatu selatan	1.7927799999999998	100.15583000000001	perkebunan nusantara iii	aek torop	ptpn iii	sumatera utara	rspo certified, mb	po1000001565
3154	johnson and johnson	indonesia		-3.9987160000000004	102.429673	agri andalas	agri andalas	agri andalas			
3154		indonesia	seluma	-3.9987160000000004	102.429673	agri andalas	agri andalas	unknown	bengkulu		po1000004554
3155	johnson and johnson	indonesia		-2.96285	114.711301	agri bumi sentosa	agri bumi sentosa	ja wattie (jaw)			
3155		indonesia	barito kuala	-2.96285	114.711301	agri bumi sentosa	agri bumi sentosa	j.a. wattie (jawa)	kalimantan selatan		po1000008156
3156	johnson and johnson	indonesia		0.134166666666667	116.916111111111	agri eastborneo kencana	agri eastborneo kencana	kencana agri limited			
3156		indonesia	kutai kartanegara	0.134167	116.9161	agri eastborneo kencana	agri eastborneo kencana	kencana agri	kalimantan timur		po1000007528
3157	johnson and johnson	indonesia		-3.2009722222222203	101.63013888888901	agricinal	agricinal	agricinal			
3157		indonesia	bengkulu utara	-3.200972	101.630139	agricinal	agricinal	unknown	bengkulu		po1000004072
3158	johnson and johnson	honduras		15.732601999999998	-87.589275	agricola tornabe sa de cv (agrotor)	agricola tornabe sa de cv (agrotor)	grupo jaremar			
3158		honduras	tela	15.732019400000002	-87.58903000000001	agricola tornabe sa de cv (agrotor)	agricola tornabe sa de cv (agrotor)	grupo jaremar	atlántida		po1000003117
3159	johnson and johnson	indonesia		0.069911	110.69643700000002	agrina sawit perdana	agrina sawit perdana	agrina sawit perdana			
3159		indonesia	sanggau	0.069911	110.69643700000002	agrina sawit perdana	agrina sawit perdana	agrina	kalimantan barat		po1000008580
3160	johnson and johnson	indonesia		2.778667	99.393433	agrindo indah persada	agrindo indah persada 1	wilmar international			
3160		indonesia	asahan	2.778667	99.393433	agrindo indah persada	agroindo indah persada 1	wilmar	sumatera utara		po1000004243
3161	johnson and johnson	indonesia		-1.963888	102.30111099999999	agrindo indah persada	agrindo indah persada 2	wilmar international			
3161		indonesia	merangin	-1.963888	102.30111099999999	agrindo indah persada	agroindo indah persada 2	wilmar	jambi		po1000004507
3162	johnson and johnson	indonesia		-4.010267	102.496717	agrindo indah persada	agrindo indah persada 3	wilmar international			
3162		indonesia	seluma	-4.010267	102.496717	agrindo indah persada	agroindo indah persada 3	wilmar	bengkulu		po1000004556
